0,1,2,3,4,5,6,7,8,9,10
pip fruit,roll products ,beverages,whole milk,canned fish,sugar,,,,,
beverages,cat food,soda,,,,,,,,
sausage,yogurt,candles,,,,,,,,
bottled beer,oil,,,,,,,,,
sausage,rum,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
yogurt,flour,,,,,,,,,
soft cheese,other vegetables,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
whipped/sour cream,salad dressing,,,,,,,,,
berries,white wine,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
rolls/buns,pip fruit,whole milk,yogurt,,,,,,,
herbs,root vegetables,,,,,,,,,
hamburger meat,citrus fruit,specialty chocolate,other vegetables,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
pork,other vegetables,,,,,,,,,
white bread,other vegetables,whipped/sour cream,UHT-milk,margarine,,,,,,
UHT-milk,pork,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
coffee,pip fruit,,,,,,,,,
whole milk,sausage,yogurt,other vegetables,misc. beverages,,,,,,
sausage,whisky,specialty chocolate,dishes,yogurt,napkins,detergent,pastry,,,
tropical fruit,citrus fruit,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
specialty chocolate,citrus fruit,UHT-milk,frozen meals,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,misc. beverages,pot plants,,,,,,,,
other vegetables,curd,abrasive cleaner,,,,,,,,
canned beer,sausage,pork,whipped/sour cream,margarine,pickled vegetables,pastry,,,,
beef,specialty chocolate,,,,,,,,,
pastry,whole milk,other vegetables,rolls/buns,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
frozen fish,soda,vinegar,,,,,,,,
pork,grapes,,,,,,,,,
yogurt,rolls/buns,domestic eggs,fruit/vegetable juice,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
margarine,rolls/buns,seasonal products,,,,,,,,
root vegetables,pastry,,,,,,,,,
sausage,hamburger meat,white bread,,,,,,,,
brown bread,soda,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
newspapers,soda,,,,,,,,,
chicken,whisky,,,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
long life bakery product,waffles,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
pork,brown bread,,,,,,,,,
beef,yogurt,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
whole milk,butter,newspapers,chewing gum,,,,,,,
fruit/vegetable juice,candles,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
root vegetables,dessert,,,,,,,,,
onions,soda,,,,,,,,,
other vegetables,berries,,,,,,,,,
other vegetables,bottled water,shopping bags,,,,,,,,
berries,yogurt,,,,,,,,,
soda,bottled water,ice cream,,,,,,,,
tropical fruit,other vegetables,dessert,,,,,,,,
hamburger meat,popcorn,,,,,,,,,
butter milk,UHT-milk,,,,,,,,,
citrus fruit,yogurt,salt,,,,,,,,
chicken,oil,,,,,,,,,
ham,citrus fruit,sugar,ice cream,whole milk,chocolate marshmallow,specialty bar,candy,,,
semi-finished bread,liquor,pastry,,,,,,,,
beef,citrus fruit,pastry,,,,,,,,
canned vegetables,fish,,,,,,,,,
pastry,sliced cheese,fruit/vegetable juice,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
chocolate marshmallow,whole milk,whole milk,,,,,,,,
pip fruit,pork,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
soda,oil,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
root vegetables,soda,,,,,,,,,
chicken,salt,,,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
sausage,soda,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,instant coffee,UHT-milk,margarine,,,,,,,
whole milk,tropical fruit,,,,,,,,,
berries,rolls/buns,,,,,,,,,
margarine,dishes,,,,,,,,,
pork,house keeping products,,,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
detergent,ham,whole milk,pip fruit,,,,,,,
frankfurter,brown bread,,,,,,,,,
herbs,whole milk,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
root vegetables,margarine,,,,,,,,,
sparkling wine,whole milk,dessert,salt,,,,,,,
beef,other vegetables,,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
other vegetables,brown bread,,,,,,,,,
whole milk,oil,soups,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
tropical fruit,onions,,,,,,,,,
chocolate,mustard,white bread,,,,,,,,
bottled water,bottled beer,,,,,,,,,
hamburger meat,soda,cling film/bags,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
frozen vegetables,other vegetables,napkins,,,,,,,,
bottled water,white bread,,,,,,,,,
zwieback,butter,,,,,,,,,
ham,bottled water,margarine,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
newspapers,bottled beer,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
citrus fruit,yogurt,citrus fruit,sausage,hard cheese,napkins,margarine,cream cheese ,,,
soda,napkins,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
whole milk,grapes,chocolate,pot plants,,,,,,,
bottled beer,whole milk,,,,,,,,,
dessert,berries,mayonnaise,,,,,,,,
soda,bottled beer,chicken,yogurt,,,,,,,
canned fish,brown bread,,,,,,,,,
domestic eggs,sliced cheese,,,,,,,,,
chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
other vegetables,frozen dessert,,,,,,,,,
whole milk,yogurt,,,,,,,,,
tropical fruit,cocoa drinks,,,,,,,,,
frankfurter,napkins,,,,,,,,,
frankfurter,other vegetables,bottled beer,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,,
sausage,pork,,,,,,,,,
white bread,pastry,whole milk,newspapers,,,,,,,
shopping bags,flower (seeds),curd cheese,decalcifier,,,,,,,
whole milk,soda,tea,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
coffee,napkins,,,,,,,,,
misc. beverages,salty snack,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
napkins,dessert,,,,,,,,,
yogurt,specialty vegetables,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
yogurt,yogurt,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
meat,onions,misc. beverages,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
pork,brown bread,,,,,,,,,
butter milk,spices,,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,beverages,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
hamburger meat,pastry,cake bar,brown bread,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
root vegetables,yogurt,tropical fruit,shopping bags,,,,,,,
rolls/buns,berries,,,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
cream cheese ,toilet cleaner,,,,,,,,,
sausage,margarine,,,,,,,,,
sweet spreads,coffee,,,,,,,,,
chicken,other vegetables,,,,,,,,,
sausage,butter,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
chewing gum,hamburger meat,candy,coffee,,,,,,,
chicken,grapes,,,,,,,,,
whipped/sour cream,shopping bags,bottled water,,,,,,,,
dessert,berries,newspapers,onions,,,,,,,
cream cheese ,margarine,dish cleaner,,,,,,,,
other vegetables,grapes,,,,,,,,,
brown bread,whole milk,,,,,,,,,
whipped/sour cream,tropical fruit,specialty chocolate,flour,,,,,,,
whipped/sour cream,oil,,,,,,,,,
other vegetables,beverages,margarine,,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
pastry,brown bread,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
sausage,dessert,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
soda,yogurt,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
soups,sugar,seasonal products,bottled beer,,,,,,,
bottled water,grapes,,,,,,,,,
curd cheese,mustard,bottled water,,,,,,,,
sausage,napkins,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
frankfurter,dishes,hygiene articles,,,,,,,,
pork,newspapers,root vegetables,,,,,,,,
hamburger meat,cat food,margarine,,,,,,,,
canned beer,shopping bags,hard cheese,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
meat,whole milk,processed cheese,butter,,,,,,,
nuts/prunes,white wine,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
salt,citrus fruit,,,,,,,,,
whole milk,margarine,,,,,,,,,
bottled beer,soda,candy,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
hamburger meat,organic sausage,,,,,,,,,
beef,pastry,curd,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
white bread,shopping bags,,,,,,,,,
butter,popcorn,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
canned beer,pastry,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pork,pip fruit,,,,,,,,,
citrus fruit,pip fruit,ketchup,roll products ,seasonal products,hard cheese,dog food,,,,
root vegetables,misc. beverages,other vegetables,,,,,,,,
onions,pork,rolls/buns,vinegar,,,,,,,
soda,liver loaf,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
waffles,napkins,,,,,,,,,
chocolate,pasta,,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
frozen fish,white bread,,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
yogurt,bottled water,berries,,,,,,,,
beef,other vegetables,,,,,,,,,
tropical fruit,cat food,soda,,,,,,,,
turkey,whipped/sour cream,butter,,,,,,,,
red/blush wine,pastry,,,,,,,,,
soda,prosecco,canned fish,,,,,,,,
root vegetables,newspapers,,,,,,,,,
soda,shopping bags,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
yogurt,liqueur,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
tropical fruit,curd,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
meat,beef,yogurt,yogurt,,,,,,,
tropical fruit,prosecco,,,,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
brown bread,coffee,,,,,,,,,
butter,bottled water,bottled water,,,,,,,,
pork,newspapers,,,,,,,,,
frozen meals,pastry,,,,,,,,,
dessert,rice,,,,,,,,,
tropical fruit,frozen vegetables,whole milk,snack products,,,,,,,
frankfurter,whole milk,,,,,,,,,
skin care,frankfurter,root vegetables,fruit/vegetable juice,,,,,,,
curd,soft cheese,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
other vegetables,other vegetables,soda,dish cleaner,,,,,,,
canned beer,napkins,sparkling wine,,,,,,,,
pot plants,dish cleaner,,,,,,,,,
hygiene articles,skin care,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
other vegetables,soda,rolls/buns,dishes,,,,,,,
shopping bags,whole milk,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
long life bakery product,soap,,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
canned fish,whole milk,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
berries,cat food,pip fruit,specialty bar,,,,,,,
pip fruit,shopping bags,,,,,,,,,
pastry,onions,,,,,,,,,
other vegetables,curd,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
other vegetables,dishes,newspapers,,,,,,,,
berries,root vegetables,,,,,,,,,
bottled beer,napkins,whole milk,,,,,,,,
rolls/buns,canned beer,tropical fruit,chewing gum,margarine,,,,,,
whole milk,pork,whole milk,whole milk,,,,,,,
beef,pastry,whole milk,,,,,,,,
sausage,house keeping products,,,,,,,,,
ice cream,canned beer,,,,,,,,,
root vegetables,whole milk,pastry,,,,,,,,
frozen vegetables,cookware,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
cereals,sausage,tropical fruit,other vegetables,,,,,,,
tropical fruit,chicken,waffles,,,,,,,,
butter milk,cleaner,bottled water,,,,,,,,
jam,cream cheese ,,,,,,,,,
margarine,sugar,,,,,,,,,
pet care,frozen vegetables,spices,,,,,,,,
red/blush wine,shopping bags,,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,coffee,whole milk,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
soda,butter milk,whipped/sour cream,,,,,,,,
onions,whole milk,,,,,,,,,
shopping bags,cream cheese ,cream cheese ,,,,,,,,
whole milk,seasonal products,,,,,,,,,
soda,dishes,,,,,,,,,
sausage,white wine,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
tropical fruit,domestic eggs,vinegar,whipped/sour cream,,,,,,,
curd,grapes,soups,whole milk,,,,,,,
chewing gum,UHT-milk,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
detergent,other vegetables,detergent,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
frozen vegetables,margarine,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
pastry,frozen dessert,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
citrus fruit,beef,,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
canned beer,berries,butter,baking powder,,,,,,,
bottled beer,specialty cheese,,,,,,,,,
whole milk,margarine,,,,,,,,,
dessert,salty snack,,,,,,,,,
herbs,white bread,,,,,,,,,
margarine,pickled vegetables,,,,,,,,,
finished products,domestic eggs,,,,,,,,,
pip fruit,citrus fruit,other vegetables,white wine,frozen vegetables,,,,,,
newspapers,soft cheese,,,,,,,,,
canned beer,butter,butter milk,citrus fruit,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
pip fruit,pastry,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
other vegetables,other vegetables,pip fruit,specialty bar,,,,,,,
rolls/buns,sauces,,,,,,,,,
tropical fruit,frozen dessert,napkins,,,,,,,,
sausage,hamburger meat,pork,chewing gum,whole milk,soda,soft cheese,yogurt,,,
bottled water,rolls/buns,,,,,,,,,
yogurt,pastry,,,,,,,,,
soda,whole milk,brandy,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
beef,packaged fruit/vegetables,,,,,,,,,
canned beer,sliced cheese,cake bar,,,,,,,,
frankfurter,soda,,,,,,,,,
soda,rolls/buns,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
margarine,whole milk,white bread,,,,,,,,
beef,sweet spreads,,,,,,,,,
soda,frozen meals,liquor (appetizer),specialty chocolate,,,,,,,
napkins,bottled water,,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
whole milk,pastry,,,,,,,,,
pork,whole milk,,,,,,,,,
onions,oil,,,,,,,,,
butter,soft cheese,,,,,,,,,
sausage,Instant food products,,,,,,,,,
shopping bags,coffee,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
bottled water,margarine,,,,,,,,,
bathroom cleaner,other vegetables,,,,,,,,,
tropical fruit,butter milk,brown bread,,,,,,,,
pork,root vegetables,,,,,,,,,
curd cheese,soda,,,,,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
condensed milk,waffles,domestic eggs,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
rolls/buns,soda,,,,,,,,,
chicken,yogurt,rolls/buns,,,,,,,,
rolls/buns,pastry,,,,,,,,,
pork,liquor,,,,,,,,,
sausage,pip fruit,,,,,,,,,
soda,shopping bags,,,,,,,,,
bottled beer,beef,domestic eggs,whipped/sour cream,shopping bags,newspapers,,,,,
domestic eggs,processed cheese,whole milk,bottled water,,,,,,,
newspapers,beef,,,,,,,,,
frozen meals,rolls/buns,tropical fruit,curd,,,,,,,
sausage,other vegetables,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
brown bread,flour,,,,,,,,,
pastry,berries,,,,,,,,,
newspapers,long life bakery product,,,,,,,,,
curd,shopping bags,,,,,,,,,
chicken,cream cheese ,,,,,,,,,
yogurt,newspapers,,,,,,,,,
pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
herbs,rum,,,,,,,,,
frankfurter,soda,chocolate,,,,,,,,
soda,other vegetables,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
canned beer,root vegetables,,,,,,,,,
pip fruit,white bread,margarine,baking powder,,,,,,,
whole milk,cream cheese ,,,,,,,,,
sausage,soda,butter,,,,,,,,
meat,liquor,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
salt,tropical fruit,newspapers,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
canned beer,soda,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
meat,domestic eggs,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
other vegetables,dog food,,,,,,,,,
sausage,chicken,bottled beer,whole milk,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
hamburger meat,whipped/sour cream,sugar,newspapers,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
curd,cake bar,ketchup,,,,,,,,
canned beer,yogurt,,,,,,,,,
other vegetables,whole milk,artif. sweetener,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables,,,,
soda,other vegetables,chocolate,,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
soda,soft cheese,,,,,,,,,
brown bread,brown bread,,,,,,,,,
whole milk,bottled water,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
ham,other vegetables,,,,,,,,,
detergent,pot plants,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
sausage,finished products,,,,,,,,,
packaged fruit/vegetables,berries,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
beverages,liquor,shopping bags,,,,,,,,
sausage,white wine,whole milk,beverages,semi-finished bread,napkins,,,,,
sausage,whole milk,,,,,,,,,
chocolate,pickled vegetables,bottled water,,,,,,,,
sugar,candy,,,,,,,,,
rolls/buns,curd cheese,,,,,,,,,
dessert,whole milk,,,,,,,,,
pip fruit,whole milk,napkins,,,,,,,,
sausage,flower (seeds),,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
chicken,margarine,,,,,,,,,
berries,domestic eggs,,,,,,,,,
sausage,fish,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
brown bread,pastry,canned beer,,,,,,,,
meat,whole milk,bottled water,mayonnaise,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
newspapers,whole milk,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
root vegetables,soda,,,,,,,,,
napkins,white bread,,,,,,,,,
sausage,newspapers,,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,newspapers,waffles,,,,,,,,
whole milk,soda,pickled vegetables,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
beef,soda,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
cream cheese ,whole milk,root vegetables,frankfurter,other vegetables,whole milk,dish cleaner,mustard,hygiene articles,,
soda,whipped/sour cream,,,,,,,,,
bottled water,frozen chicken,,,,,,,,,
newspapers,canned beer,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
chicken,dessert,,,,,,,,,
ice cream,yogurt,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
soda,whole milk,,,,,,,,,
hard cheese,cream cheese ,,,,,,,,,
prosecco,onions,,,,,,,,,
sauces,frozen vegetables,,,,,,,,,
soda,mayonnaise,,,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
rolls/buns,pastry,butter,processed cheese,other vegetables,whole milk,chocolate,hard cheese,butter,,
organic sausage,UHT-milk,,,,,,,,,
beef,grapes,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
onions,liquor (appetizer),,,,,,,,,
bottled beer,butter milk,,,,,,,,,
onions,frozen vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,bottled water,whole milk,,,,,,,,
pork,yogurt,napkins,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
ham,whole milk,,,,,,,,,
pip fruit,grapes,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
whole milk,brown bread,,,,,,,,,
packaged fruit/vegetables,herbs,,,,,,,,,
dessert,other vegetables,other vegetables,,,,,,,,
pastry,snack products,,,,,,,,,
napkins,frozen vegetables,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
tropical fruit,dishes,,,,,,,,,
pastry,shopping bags,,,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
coffee,brown bread,,,,,,,,,
rolls/buns,newspapers,shopping bags,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
whipped/sour cream,meat,bottled water,newspapers,,,,,,,
brown bread,napkins,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,pip fruit,frozen vegetables,,,,,,,,
yogurt,yogurt,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
citrus fruit,specialty cheese,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
sausage,sparkling wine,,,,,,,,,
other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water,,,
other vegetables,yogurt,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
chicken,pip fruit,,,,,,,,,
ready soups,pastry,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
canned beer,sugar,,,,,,,,,
ham,whole milk,whole milk,soda,,,,,,,
root vegetables,butter,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
whole milk,sugar,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pip fruit,butter,whole milk,other vegetables,,,,,,,
tropical fruit,frozen vegetables,rice,,,,,,,,
frozen vegetables,beef,,,,,,,,,
ketchup,hard cheese,rolls/buns,,,,,,,,
rolls/buns,pork,canned beer,root vegetables,canned beer,shopping bags,oil,soda,,,
white bread,yogurt,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
rolls/buns,sliced cheese,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
domestic eggs,whole milk,bottled water,,,,,,,,
whole milk,pastry,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
sausage,grapes,bottled beer,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
newspapers,detergent,,,,,,,,,
beverages,canned fish,,,,,,,,,
